PA_Low_A,PA_Low_B,ID_10m,PM25,TempC,RH,CO2
0.77,51.632,3/7/2020 6:10:00 AM,0.872887755,24.05,29,336
1.002,52.188,3/7/2020 6:20:00 AM,0.908970115,24.1,29,336
0.79,49.866,3/7/2020 6:30:00 AM,0.927549322,24.1,29,335
1.058,47.6,3/7/2020 6:40:00 AM,0.972323193,24.05,29,336.5
1.142,44.998,3/7/2020 6:50:00 AM,0.956266149,24.1,29,337
1.044,43.308,3/7/2020 7:00:00 AM,0.977870065,24.1,29,336.5
1.126,39.078,3/7/2020 7:10:00 AM,1.016137227,24.05,29,336
1.254,41.884,3/7/2020 7:20:00 AM,1.016430044,24.05,29,336
1.03,32.296,3/7/2020 7:30:00 AM,1.069862170,24.1,29,335.5
1.5,26.872,3/7/2020 7:40:00 AM,1.052609451,24.1,29,335.5
1.558,26.996,3/7/2020 7:50:00 AM,1.070859508,24,29,335.5
1.786,22.794,3/7/2020 8:00:00 AM,1.130307467,24,29,334.5
1.578,17.118,3/7/2020 8:10:00 AM,1.170540650,24,29,333.5
1.674,16.824,3/7/2020 8:20:00 AM,1.190952144,24,29,333
1.838,13.558,3/7/2020 8:30:00 AM,1.213791272,23.95,29,333.5
1.624,11.46,3/7/2020 8:40:00 AM,1.272618917,23.9,29.5,333
1.858,10.41,3/7/2020 8:50:00 AM,1.295812262,23.95,29,333
2.074,10.78,3/7/2020 9:00:00 AM,1.345748558,23.95,29,334
2.338,11.106,3/7/2020 9:10:00 AM,1.381612163,23.95,29,334
2.57,12.544,3/7/2020 9:20:00 AM,1.421293451,23.95,29,333.5
2.244,14.094,3/7/2020 9:30:00 AM,1.457325724,23.95,29.5,332.5
2.536,14.79,3/7/2020 9:40:00 AM,1.431402317,23.9,29.5,333
2.486,16.214,3/7/2020 9:50:00 AM,1.464874391,23.9,29.5,332.5
2.526,17.562,3/7/2020 10:00:00 AM,1.506277318,23.9,30,331
2.456,19.346,3/7/2020 10:10:00 AM,1.495884534,23.95,29,330.5
2.386,20.234,3/7/2020 10:20:00 AM,1.508181659,23.95,29.5,330.5
2.542,23.132,3/7/2020 10:30:00 AM,1.531579522,23.9,29.5,330.5
2.674,23.622,3/7/2020 10:40:00 AM,1.560159691,23.9,29.5,328.5
2.384,26.236,3/7/2020 10:50:00 AM,1.490455734,23.85,30,327.5
2.444,30.676,3/7/2020 11:00:00 AM,1.487452991,23.9,29.5,327.5
2.576,32.716,3/7/2020 11:10:00 AM,1.474777062,23.8,30,327
2.342,36.926,3/7/2020 11:20:00 AM,1.459172199,23.8,30,327
2.286,42.314,3/7/2020 11:30:00 AM,1.438082753,23.8,30,326.5
2.35,47.246,3/7/2020 11:40:00 AM,1.431617410,23.8,30,326
2.216,33.982,3/7/2020 11:50:00 AM,1.416082719,23.8,30,326
2.444,31.928,3/7/2020 12:00:00 PM,1.410718346,23.8,29.5,325.5
2.372,50.3,3/7/2020 12:10:00 PM,1.443117113,23.8,30,326
2.52,56.358,3/7/2020 12:20:00 PM,1.437215311,23.85,30,325.5
2.338,42.838,3/7/2020 12:30:00 PM,1.427807202,23.8,29.5,325
2.506,51.606,3/7/2020 12:40:00 PM,1.470632391,23.8,29.5,325
2.298,43.688,3/7/2020 12:50:00 PM,1.473742045,23.85,29.5,323
2.408,31.3,3/7/2020 1:00:00 PM,1.511856226,23.8,29.5,323
2.676,33.706,3/7/2020 1:10:00 PM,1.532704187,23.85,29,323
2.168,27.77,3/7/2020 1:20:00 PM,1.517599708,23.8,30,324
2.084,65.87,3/7/2020 1:30:00 PM,1.526288219,23.85,29,323
2.238,71.646,3/7/2020 1:40:00 PM,1.521906411,23.8,30,323
2.272,77.394,3/7/2020 1:50:00 PM,1.513143406,23.8,29,321.5
2.102,58.084,3/7/2020 2:00:00 PM,1.492915047,23.75,30,321
1.92,20.746,3/7/2020 2:10:00 PM,1.483692768,23.7,29,321.5
2.202,4.02,3/7/2020 2:20:00 PM,1.445817962,23.8,29,321.5
2.196,1.92,3/7/2020 2:30:00 PM,1.421061043,23.75,29,320.5
2.004,1.762,3/7/2020 2:40:00 PM,1.467326484,23.65,29.5,320.5
2.034,2.006,3/7/2020 2:50:00 PM,1.420676392,23.7,29.5,320.5
2.204,1.898,3/7/2020 3:00:00 PM,1.450644830,23.6,30,320
1.93,1.672,3/7/2020 3:10:00 PM,1.494181201,23.7,29,319.5
2.434,1.954,3/7/2020 3:20:00 PM,1.489745467,23.6,29.5,319.5
2.56,1.838,3/7/2020 3:30:00 PM,1.492006162,23.6,30,321
2.138,1.976,3/7/2020 3:40:00 PM,1.524699730,23.65,29.5,321.5
2.618,1.952,3/7/2020 3:50:00 PM,1.545857542,23.6,29.5,321.5
2.216,2.23,3/7/2020 4:00:00 PM,1.531566581,23.6,29,322
2.338,2.014,3/7/2020 4:10:00 PM,1.571946287,23.7,29.5,322
2.362,1.934,3/7/2020 4:20:00 PM,1.570481312,23.7,29,322
2.478,2.416,3/7/2020 4:30:00 PM,1.576789555,23.6,30,321.5
2.446,1.854,3/7/2020 4:40:00 PM,1.590095967,23.6,29.5,321
2.412,2.14,3/7/2020 4:50:00 PM,1.542886606,23.7,29,320.5
2.536,2.442,3/7/2020 5:00:00 PM,1.584911118,23.7,29,320
2.084,2.172,3/7/2020 5:10:00 PM,1.574591049,23.6,29,321
2.238,2.294,3/7/2020 5:20:00 PM,1.557865842,23.65,29.5,320.5
2.448,2.31,3/7/2020 5:30:00 PM,1.539232913,23.65,29.5,321.5
2.608,2.078,3/7/2020 5:40:00 PM,1.556150153,23.65,29,322
2.324,2.168,3/7/2020 5:50:00 PM,1.601334964,23.7,29,321
1.944,2.074,3/7/2020 6:00:00 PM,1.669692299,23.6,29.5,320.5
2.144,1.836,3/7/2020 6:10:00 PM,1.635647963,23.6,29.5,321
2.312,1.982,3/7/2020 6:20:00 PM,1.702056972,23.6,29,320.5
1.726,1.816,3/7/2020 6:30:00 PM,1.679516382,23.6,29,320.5
1.624,1.912,3/7/2020 6:40:00 PM,1.640859432,23.65,29,320
1.464,1.554,3/7/2020 6:50:00 PM,1.655133767,23.75,29,319.5
1.894,1.402,3/7/2020 7:00:00 PM,1.665732924,23.8,29,318.5
1.7,1.536,3/7/2020 7:10:00 PM,1.521000679,23.75,29,318.5
2.046,1.568,3/7/2020 7:20:00 PM,1.520028868,23.7,29,320
1.424,1.768,3/7/2020 7:30:00 PM,1.531748825,23.7,29,320
1.368,1.61,3/7/2020 7:40:00 PM,1.482463099,23.8,29,321
1.294,1.354,3/7/2020 7:50:00 PM,1.468078625,23.8,29,319
1.264,1.33,3/7/2020 8:00:00 PM,1.480050491,23.8,29,318.5
1.378,1.198,3/7/2020 8:10:00 PM,1.408792775,23.75,29,318.5
1.37,1.35,3/7/2020 8:20:00 PM,1.363161275,23.8,29,317.5
1.334,1.01,3/7/2020 8:30:00 PM,1.345313209,23.75,29.5,316.5
1.198,1.022,3/7/2020 8:40:00 PM,1.305559944,23.7,30,316.5
1.162,0.92,3/7/2020 8:50:00 PM,1.287258300,23.75,29.5,316.5
0.712,1.026,3/7/2020 9:00:00 PM,1.247376054,23.75,29.5,317
0.78,0.84,3/7/2020 9:10:00 PM,1.205439665,23.75,29.5,317.5
0.704,1.012,3/7/2020 9:20:00 PM,1.213011799,23.8,29,316
0.934,4.642,3/7/2020 9:30:00 PM,1.154594535,23.8,29,315.5
0.528,7.174,3/7/2020 9:40:00 PM,1.104353651,23.8,29,315.5
0.688,8.696,3/7/2020 9:50:00 PM,1.079068431,23.85,29.5,315
0.686,14.338,3/7/2020 10:00:00 PM,1.047496808,23.8,29.5,314
0.726,16.46,3/7/2020 10:10:00 PM,1.004386480,23.8,29.5,314.5
0.66,20.98,3/7/2020 10:20:00 PM,0.973576863,23.8,29.5,314.5
0.62,47.484,3/7/2020 10:30:00 PM,0.949852851,23.8,29.5,314
0.702,78.104,3/7/2020 10:40:00 PM,0.960402176,23.9,29.5,315
0.562,40.558,3/7/2020 10:50:00 PM,0.924318926,24.05,29,315
0.448,23.782,3/7/2020 11:00:00 PM,0.902151216,24.1,29,314
0.304,17.396,3/7/2020 11:10:00 PM,0.850809261,24.1,29,314
0.468,13.676,3/7/2020 11:20:00 PM,0.837389580,24.1,29,313
0.422,12.34,3/7/2020 11:30:00 PM,0.820859942,24.1,29,314
0.406,13.352,3/7/2020 11:40:00 PM,0.767976864,24,29,314.5
0.278,15.928,3/7/2020 11:50:00 PM,0.745874393,24.05,29,313
0.268,18.24,3/8/2020 12:00:00 AM,0.753451968,24,29.5,313.5
0.3,20.768,3/8/2020 12:10:00 AM,0.788232987,23.95,29.5,312.5
0.288,18.104,3/8/2020 12:20:00 AM,0.723463241,24.2,29,312.5
0.278,12.35,3/8/2020 12:30:00 AM,0.711726605,24.3,29,313
0.144,30.294,3/8/2020 12:40:00 AM,0.703978760,24.45,29,313.5
0.178,32.376,3/8/2020 12:50:00 AM,0.695720004,24.4,29,313.5
0.274,25.356,3/8/2020 1:00:00 AM,0.698777791,24.4,29,312.5
0.088,22.112,3/8/2020 1:10:00 AM,0.666040493,24.4,29,312.5
0.24,20,3/8/2020 1:20:00 AM,0.647443388,24.4,29,312.5
0.078,19.134,3/8/2020 1:30:00 AM,0.645722232,24.3,29,313
0.116,20.47,3/8/2020 1:40:00 AM,0.643394466,24.25,29,312
0.072,25.076,3/8/2020 1:50:00 AM,0.623536368,24.2,29,312
0.168,22.596,3/8/2020 3:00:00 AM,0.615735920,24.15,29,311.5
0.128,10.902,3/8/2020 3:10:00 AM,0.626501329,24.05,29,312.5
0.098,11.44,3/8/2020 3:20:00 AM,0.610477084,24,29,311.5
0.068,15.074,3/8/2020 3:30:00 AM,0.612934211,23.85,29,311.5
0.05,22.878,3/8/2020 3:40:00 AM,0.591125143,23.8,29,312
0.076,34.464,3/8/2020 3:50:00 AM,0.585504233,23.85,29,312
0.136,40.088,3/8/2020 3:00:00 AM,0.601493367,23.8,29,312.5
0.14,41.042,3/8/2020 3:10:00 AM,0.609296256,23.8,29,312
0.166,41.89,3/8/2020 3:20:00 AM,0.621275241,23.7,29,312.5
0.156,35.372,3/8/2020 3:30:00 AM,0.615173219,23.7,29,312
0.016,18.938,3/8/2020 3:40:00 AM,0.606715819,23.6,29,312
0.102,6.128,3/8/2020 3:50:00 AM,0.604021098,23.6,29,311.5
0.076,0.468,3/8/2020 4:00:00 AM,0.645989955,23.6,29,313
0.074,0.042,3/8/2020 4:10:00 AM,0.644831983,23.6,29,311.5
0.366,0.136,3/8/2020 4:20:00 AM,0.646857092,23.6,29,312
0.12,0.184,3/8/2020 4:30:00 AM,0.667500816,23.45,29.5,312
0.18,0.108,3/8/2020 4:40:00 AM,0.690514180,23.4,30,313.5
0.21,0.256,3/8/2020 4:50:00 AM,0.677456447,23.4,29.5,313.5
0.272,0.33,3/8/2020 5:00:00 AM,0.702862027,23.4,30,313.5
0.262,0.362,3/8/2020 5:10:00 AM,0.711938495,23.4,30,313.5
0.246,0.222,3/8/2020 5:20:00 AM,0.718773615,23.4,29.5,314
0.218,0.326,3/8/2020 5:30:00 AM,0.708306337,23.35,30,314.5
0.248,0.272,3/8/2020 5:40:00 AM,0.745344261,23.3,30,314
0.432,0.41,3/8/2020 5:50:00 AM,0.775119319,23.35,30,313.5
0.452,0.398,3/8/2020 6:00:00 AM,0.785815574,23.4,29,314.5
0.45,0.444,3/8/2020 6:10:00 AM,0.779957832,23.4,29,315
0.492,0.444,3/8/2020 6:20:00 AM,0.815279101,23.4,29,314.5
0.416,0.406,3/8/2020 6:30:00 AM,0.798417440,23.45,29,315
0.538,0.436,3/8/2020 6:40:00 AM,0.823877532,23.4,29,315
0.646,0.446,3/8/2020 6:50:00 AM,0.823886660,23.4,29,315.5
0.626,0.67,3/8/2020 7:00:00 AM,0.851262432,23.4,29,315
0.702,0.552,3/8/2020 7:10:00 AM,0.860905262,23.35,29,316
0.64,0.538,3/8/2020 7:20:00 AM,0.859024998,23.3,29,316
0.62,0.74,3/8/2020 7:30:00 AM,0.876096693,23.25,29,316.5
0.644,0.88,3/8/2020 7:40:00 AM,0.892664926,23.2,29,318
0.428,0.566,3/8/2020 7:50:00 AM,0.912922575,23.25,29.5,318
0.814,0.818,3/8/2020 8:00:00 AM,0.940553714,23.2,29,317
0.818,0.922,3/8/2020 8:10:00 AM,0.987477529,23.3,29,319
0.738,0.954,3/8/2020 8:20:00 AM,1.010231916,23.3,29,319
0.976,0.756,3/8/2020 8:30:00 AM,1.043113932,23.35,29,320
0.776,0.854,3/8/2020 8:40:00 AM,1.033901315,23.35,29,321
0.714,1.012,3/8/2020 8:50:00 AM,1.099644449,23.4,29,321.5
1.07,0.942,3/8/2020 9:00:00 AM,1.085869305,23.4,29,322.5
1.026,0.914,3/8/2020 9:10:00 AM,1.131510821,23.4,29,321.5
1.144,1.088,3/8/2020 9:20:00 AM,1.150051712,23.5,29,321
1.458,0.954,3/8/2020 9:30:00 AM,1.192241358,23.5,29,322
1.236,1.078,3/8/2020 9:40:00 AM,1.190068836,23.45,29,322
1.182,1.106,3/8/2020 9:50:00 AM,1.203308814,23.45,29,323.5
1.314,1.34,3/8/2020 10:00:00 AM,1.201985302,23.5,29,323.5
1.562,1.282,3/8/2020 10:10:00 AM,1.226539865,23.5,29,323.5
1.458,1.262,3/8/2020 10:20:00 AM,1.244241027,23.4,29,325
1.506,1.502,3/8/2020 10:30:00 AM,1.281179998,23.4,29,325
1.628,1.436,3/8/2020 10:40:00 AM,1.303918012,23.4,29,324.5
1.62,1.574,3/8/2020 10:50:00 AM,1.357723272,23.45,29,325
1.756,1.624,3/8/2020 11:00:00 AM,1.403590535,23.45,29,326.5
1.668,1.868,3/8/2020 11:10:00 AM,1.437332239,23.45,29,327
1.57,1.964,3/8/2020 11:20:00 AM,1.503004997,23.4,29,327
1.772,1.57,3/8/2020 11:30:00 AM,1.538297027,23.4,29,327.5
1.724,1.726,3/8/2020 11:40:00 AM,1.532190632,23.4,29,327.5
1.72,1.644,3/8/2020 11:50:00 AM,1.580126760,23.4,29,328
1.232,1.678,3/8/2020 12:00:00 PM,1.545194591,23.4,29,328
1.718,1.712,3/8/2020 12:10:00 PM,1.597861864,23.35,29,327
2.058,1.75,3/8/2020 12:20:00 PM,1.551046688,23.35,29,327
1.696,1.762,3/8/2020 12:30:00 PM,1.514978516,23.3,29,326
1.754,1.526,3/8/2020 12:40:00 PM,1.496661032,23.3,29,328.5
1.838,1.752,3/8/2020 12:50:00 PM,1.504511923,23.3,29,328.5
1.7,1.642,3/8/2020 1:00:00 PM,1.497233038,23.3,29,328
1.588,1.79,3/8/2020 1:10:00 PM,1.430667363,23.3,29,327
1.744,1.822,3/8/2020 1:20:00 PM,1.399448101,23.25,29,328.5
1.828,1.782,3/8/2020 1:30:00 PM,1.396460461,23.3,29,328
1.808,1.966,3/8/2020 1:40:00 PM,1.358922228,23.3,29,327.5
1.868,1.806,3/8/2020 1:50:00 PM,1.364796572,23.25,29,328.5
1.924,1.732,3/8/2020 2:00:00 PM,1.360477182,23.25,29,327.5
1.874,1.602,3/8/2020 2:10:00 PM,1.302221976,23.2,29,327.5
1.802,1.786,3/8/2020 2:20:00 PM,1.283909348,23.2,29,328
1.892,1.968,3/8/2020 2:30:00 PM,1.297931239,23.2,29,328.5
1.868,1.624,3/8/2020 2:40:00 PM,1.357612292,23.2,29,328.5
1.858,1.734,3/8/2020 2:50:00 PM,1.277348103,23.2,29,328
1.852,1.694,3/8/2020 3:00:00 PM,1.268606861,23.2,29,329
1.864,1.81,3/8/2020 3:10:00 PM,1.254039125,23.15,29,329.5
1.682,1.248,3/8/2020 3:20:00 PM,1.240416454,23.15,29,329
1.898,1.64,3/8/2020 3:30:00 PM,1.199762795,23.15,29,328
1.732,1.54,3/8/2020 3:40:00 PM,1.186046993,23.15,29,328
1.79,1.6,3/8/2020 3:50:00 PM,1.169556940,23.2,29,328
1.746,1.642,3/8/2020 4:00:00 PM,1.163760854,23.25,29,328
1.69,1.712,3/8/2020 4:10:00 PM,1.191460970,23.2,29,327.5
1.686,1.53,3/8/2020 4:20:00 PM,1.171586803,23.2,29,327
1.456,1.588,3/8/2020 4:30:00 PM,1.162637460,23.15,29,328
1.718,1.682,3/8/2020 4:40:00 PM,1.131119203,23.3,29,326.5
1.856,1.374,3/8/2020 4:50:00 PM,1.116940365,23.25,29,327.5
1.514,1.47,3/8/2020 5:00:00 PM,1.079262295,23.3,29,327
1.432,1.462,3/8/2020 5:10:00 PM,1.084223635,23.35,29,327.5
1.38,1.584,3/8/2020 5:20:00 PM,1.079225734,23.3,29,326.5
1.41,1.688,3/8/2020 5:30:00 PM,1.054487172,23.35,29,326.5
1.586,1.442,3/8/2020 5:40:00 PM,1.060666664,23.4,29,326.5
1.36,1.618,3/8/2020 5:50:00 PM,1.051623173,23.55,28,327
1.482,1.426,3/8/2020 6:00:00 PM,1.041188921,23.7,28,327.5
1.336,1.25,3/8/2020 6:10:00 PM,1.024243993,23.65,28,326
1.42,1.222,3/8/2020 6:20:00 PM,1.020606191,23.6,28,325.5
1.438,1.306,3/8/2020 6:30:00 PM,1.028119111,23.5,28,323.5
1.328,1.096,3/8/2020 6:40:00 PM,0.987277665,23.5,28,325
1.416,1.08,3/8/2020 6:50:00 PM,0.972743566,23.5,28,325.5
1.028,1.226,3/8/2020 7:00:00 PM,0.986476861,23.5,28,326
1.316,1.176,3/8/2020 7:10:00 PM,0.991512772,23.45,28,326.5
1.33,0.852,3/8/2020 7:20:00 PM,0.963164273,23.5,28,326
1.436,1.07,3/8/2020 7:30:00 PM,0.948894795,23.5,28,326
4.79,0.874,3/8/2020 7:40:00 PM,0.945685018,23.5,28,325
1.2,1.09,3/8/2020 7:50:00 PM,0.925212276,23.4,28,325.5
0.918,0.928,3/8/2020 8:00:00 PM,0.889110543,23.45,28,324.5
0.692,1.084,3/8/2020 8:10:00 PM,0.879145505,23.5,28,323.5
1.006,0.896,3/8/2020 8:20:00 PM,0.871224136,23.55,28,324
2.39,0.95,3/8/2020 8:30:00 PM,0.885710309,23.6,28,323
2.85,0.832,3/8/2020 8:40:00 PM,0.852513356,23.55,28,323.5
2.438,0.856,3/8/2020 8:50:00 PM,0.840263699,23.5,28,323
2.584,0.844,3/8/2020 9:00:00 PM,0.821659983,23.5,28,322
2.666,0.93,3/8/2020 9:10:00 PM,0.836469153,23.5,29,322.5
2.262,0.844,3/8/2020 9:20:00 PM,0.818080327,23.5,29,322.5
2.316,0.772,3/8/2020 9:30:00 PM,0.803725829,23.4,29,322
2.364,0.592,3/8/2020 9:40:00 PM,0.771822259,23.5,29,322
2.494,0.732,3/8/2020 9:50:00 PM,0.760659994,23.45,29,322
2.478,0.7,3/8/2020 10:00:00 PM,0.755914460,23.5,29,322
2.366,0.684,3/8/2020 10:10:00 PM,0.741737070,23.45,29,321
2.29,0.49,3/8/2020 10:20:00 PM,0.743496592,23.45,29,321
2.054,0.756,3/8/2020 10:30:00 PM,0.749144579,23.5,29,320
2.214,0.44,3/8/2020 10:40:00 PM,0.710536954,23.5,29,319
1.934,0.518,3/8/2020 10:50:00 PM,0.690747198,23.6,28.5,318.5
1.13,0.588,3/8/2020 11:00:00 PM,0.718788133,23.65,28,319
1.472,0.448,3/8/2020 11:10:00 PM,0.667302198,23.75,28,318
1.902,0.372,3/8/2020 11:20:00 PM,0.652561598,23.7,28,320
2.468,0.266,3/8/2020 11:30:00 PM,0.665136668,23.7,28,319
2.35,0.368,3/8/2020 11:40:00 PM,0.656205249,23.7,28,320
2.1,0.244,3/8/2020 11:50:00 PM,0.641365366,23.7,28,319.5
2.162,0.198,3/9/2020 12:00:00 AM,0.616245458,23.7,28,319.5
1.706,0.372,3/9/2020 12:10:00 AM,0.628883606,23.65,28,318.5
1.484,0.292,3/9/2020 12:20:00 AM,0.628004544,23.6,28,318.5
1.582,0.28,3/9/2020 12:30:00 AM,0.594120995,23.7,28,318
1.056,0.212,3/9/2020 12:40:00 AM,0.595733612,23.7,28,317.5
1.074,0.346,3/9/2020 12:50:00 AM,0.590562645,23.65,28,318
0.856,0.292,3/9/2020 1:00:00 AM,0.589014301,23.55,28,317
1.258,0.338,3/9/2020 1:10:00 AM,0.633418445,23.65,28,317.5
1.596,0.456,3/9/2020 1:20:00 AM,0.600125692,23.6,28,317.5
1.262,0.304,3/9/2020 1:30:00 AM,0.631949834,23.65,28,316.5
1.496,0.548,3/9/2020 1:40:00 AM,0.642970788,23.5,28,317.5
1.426,0.542,3/9/2020 1:50:00 AM,0.681047417,23.55,28,316.5
1.468,0.524,3/9/2020 2:00:00 AM,0.689329182,23.6,28,316.5
1.574,0.446,3/9/2020 2:10:00 AM,0.695002593,23.5,28,316.5
1.758,0.548,3/9/2020 2:20:00 AM,0.710442170,23.5,28,316.5
2.188,0.72,3/9/2020 2:30:00 AM,0.721837962,23.55,28,316
2.072,0.78,3/9/2020 2:40:00 AM,0.735789707,23.55,28,316.5
2.33,0.664,3/9/2020 2:50:00 AM,0.763591471,23.5,28,316
2.85,0.856,3/9/2020 3:00:00 AM,0.764128951,23.55,28,315
3.514,0.856,3/9/2020 3:10:00 AM,0.772157256,23.5,28,316
3.202,0.782,3/9/2020 3:20:00 AM,0.769846856,23.45,28,317
2.012,0.74,3/9/2020 3:30:00 AM,0.827642179,23.45,28,316
1.162,1.108,3/9/2020 3:40:00 AM,0.836441618,23.4,28,316
1.124,1.01,3/9/2020 3:50:00 AM,0.844153029,23.4,28,317
1.112,1.09,3/9/2020 4:00:00 AM,0.888023405,23.35,28,316.5
1.098,1.174,3/9/2020 4:10:00 AM,0.916166827,23.4,28,316
0.974,1.074,3/9/2020 4:20:00 AM,0.925967468,23.4,28,317
0.956,1.056,3/9/2020 4:30:00 AM,0.965150177,23.4,28,317.5
1.138,1.302,3/9/2020 4:40:00 AM,0.987019730,23.45,28,317.5
1.188,1.586,3/9/2020 4:50:00 AM,1.017025899,23.45,27.5,319.5
1.726,1.502,3/9/2020 5:00:00 AM,1.084914884,23.4,27.5,319.5
1.506,1.62,3/9/2020 5:10:00 AM,1.109233606,23.4,28,319
1.776,2.046,3/9/2020 5:20:00 AM,1.127172617,23.3,28,318.5
1.998,1.904,3/9/2020 5:30:00 AM,1.180467042,23.35,28,319
1.84,1.874,3/9/2020 5:40:00 AM,1.181818700,23.3,28,320
1.994,1.82,3/9/2020 5:50:00 AM,1.245025686,23.25,28,321
1.998,2.288,3/9/2020 6:00:00 AM,1.232684449,23.25,28,322
2.034,2.256,3/9/2020 6:10:00 AM,1.295553260,23.3,28,323
2.17,2.17,3/9/2020 6:20:00 AM,1.352639664,23.25,28,322.5
2.206,2.636,3/9/2020 6:30:00 AM,1.390955895,23.2,28,321.5
1.946,2.152,3/9/2020 6:40:00 AM,1.374730845,23.25,28,322
2.496,2.292,3/9/2020 6:50:00 AM,1.441760269,23.25,28,322.5
2.364,2.2,3/9/2020 7:00:00 AM,1.496988732,23.1,28,322
2.218,2.354,3/9/2020 7:10:00 AM,1.523451729,23.05,28,322.5
2.62,2.456,3/9/2020 7:20:00 AM,1.516497036,23.1,28,324
2.558,2.374,3/9/2020 7:30:00 AM,1.516879526,23,28,323.5
2.65,2.454,3/9/2020 7:40:00 AM,1.531062941,23,28,324
2.44,2.66,3/9/2020 7:50:00 AM,1.543490038,23,28,324
2.746,2.616,3/9/2020 8:00:00 AM,1.555074888,23.05,28,323.5
2.59,2.556,3/9/2020 8:10:00 AM,1.535522269,22.95,28,323.5
2.656,2.928,3/9/2020 8:20:00 AM,1.538199752,22.95,28,324
2.618,2.694,3/9/2020 8:30:00 AM,1.540042387,22.95,28,324.5
2.63,2.648,3/9/2020 8:40:00 AM,1.522886562,22.9,28,325
2.424,2.674,3/9/2020 8:50:00 AM,1.524196421,22.9,28,326
2.802,2.456,3/9/2020 9:00:00 AM,1.546961715,22.9,28,326
2.778,2.786,3/9/2020 9:10:00 AM,1.555845996,22.9,28,324.5
2.592,2.762,3/9/2020 9:20:00 AM,1.543412925,22.95,28,325
2.638,2.454,3/9/2020 9:30:00 AM,1.544292190,22.85,28,324
2.788,2.716,3/9/2020 9:40:00 AM,1.526465150,22.9,28,325
2.842,2.678,3/9/2020 9:50:00 AM,1.525487618,22.95,28,325
2.092,2.43,3/9/2020 10:00:00 AM,1.580494453,23.2,27,328
2.168,2.27,3/9/2020 10:10:00 AM,1.389845163,23.7,27,329.5
2.746,2.514,3/9/2020 10:20:00 AM,1.451072119,23.7,27,334
3.39,2.738,3/9/2020 10:30:00 AM,1.441985965,23.7,27,337
4.128,2.556,3/9/2020 10:40:00 AM,1.373099439,23.85,26.5,336
3.944,2.234,3/9/2020 10:50:00 AM,1.285629334,24.1,26,333
3.47,3.392,3/9/2020 11:00:00 AM,1.279786670,23.85,26,333.5
3.52,32.118,3/9/2020 11:10:00 AM,1.364168503,23.95,26,337
3.094,36.44,3/9/2020 11:20:00 AM,1.429673203,24.1,26,337.5
3.134,34.528,3/9/2020 11:30:00 AM,1.445508491,24.15,26,338.5
3.61,32.204,3/9/2020 11:40:00 AM,1.472434957,24.2,26,339.5
3.38,22.266,3/9/2020 11:50:00 AM,1.497557331,24.35,26,343
3.304,16.584,3/9/2020 12:00:00 PM,1.517762554,24.3,26,345.5
3.088,14.286,3/9/2020 12:10:00 PM,1.501944377,24.3,26,344
2.838,14.602,3/9/2020 12:20:00 PM,1.449153286,24.25,26,343
2.79,13.598,3/9/2020 12:30:00 PM,1.397557464,24.25,25,340
2.588,11.49,3/9/2020 12:40:00 PM,1.420416347,24.35,25,337.5
2.618,11.638,3/9/2020 12:50:00 PM,1.392922426,24.45,25,335
2.89,10.646,3/9/2020 1:00:00 PM,1.431691040,24.6,25,335
2.87,9.504,3/9/2020 1:10:00 PM,1.476902878,24.4,25,334.5
2.582,7.988,3/9/2020 1:20:00 PM,1.470416967,24.55,25,334.5
2.744,9.732,3/9/2020 1:30:00 PM,1.537388244,24.3,25,337
2.51,30.308,3/9/2020 1:40:00 PM,1.451216786,24.3,25,337.5
2.716,34.752,3/9/2020 1:50:00 PM,1.512592553,24.35,25,338.5
2.802,18.744,3/9/2020 2:00:00 PM,1.503441718,24.45,25,343
3.37,11.386,3/9/2020 2:10:00 PM,1.547149350,24.45,25,343
3.33,7.754,3/9/2020 2:20:00 PM,1.722364300,24.4,24.5,348
3.162,7.248,3/9/2020 2:30:00 PM,1.737443100,24.35,24.5,353.5
3.372,6.89,3/9/2020 2:40:00 PM,1.738245404,24.45,24.5,356.5
3.29,7.006,3/9/2020 2:50:00 PM,1.654018305,24.45,24,358
3.284,6.236,3/9/2020 3:00:00 PM,1.703626163,24.4,24,360
3.408,6.66,3/9/2020 3:10:00 PM,1.594085928,24.5,24,361
3.294,7.298,3/9/2020 3:20:00 PM,1.577708050,24.65,24,366
3.094,6.906,3/9/2020 3:30:00 PM,1.458316782,24.55,24,373.5
2.872,6.392,3/9/2020 3:40:00 PM,1.448535438,24.6,24,372.5
2.968,6.322,3/9/2020 3:50:00 PM,1.628414208,24.5,24,376.5
3.138,6.662,3/9/2020 4:00:00 PM,1.529748150,24.5,24.5,375
3.024,6.744,3/9/2020 4:10:00 PM,1.616635290,24.5,24,374
3.17,7.16,3/9/2020 4:20:00 PM,1.666897963,24.4,24,375
3.284,6.992,3/9/2020 4:30:00 PM,1.564153085,24.45,24.5,375
